id,name,img_cnt,address,tel,tag,desc,time,menu,lat,lng,category
A8Dpnl8jcedd,술시,0,서울특별시 강북구 우이동 64-1,02-993-0313,,반려동물동반,매일:오후 3시 - 오전 1시,,37.65585413,127.0129962,식당
oeYROK1wqRci,영자네곱창 북한산점,0,서울특별시 성북구 정릉동 780,,,"반려동물동반, 제로페이, 배달",,"야채곱창:10,000원|막창 불구이:13,000원|막창 소금구이:13,000원|순대곱창:20,000원|치즈야채곱창:24,000원|오돌뼈:10,000원|뼈없는닭발:10,000원|똥집:10,000원",37.61676486,127.002137,식당
01FqEZAe0WWK,넙딱집 구파발점,0,서울특별시 은평구 진관동 73,02-383-3001,해장,"가성비좋은, 반려동물동반, 주차",매일:오후 1시 - 자정 12시,"티본소금구이 300g:28,000원|스페샬 450g (소):39,000원|스페샬 750g (대):65,000원|生이불갈비 450g 이상:37,000원|넙딱삼겹살 150g:14,000원|목심 150g:14,000원|하얀살 150g:14,000원|사잇살 150g:14,000원|해장탕:7,000원|해장전골(라면사리포함):13,000원|대게장주먹밥:5,000원|육회말이국수:6,000원|서양순대:10,000원|껍딱(껍데기):7,000원",37.63536143,126.9196034,식당
4Oq5PazF5Hvj,픽커스 구파발역점,0,서울특별시 은평구 진관동 100-5,02-389-0613,,"반려동물동반, 주차","화,수,목,금,토/일:오전 11시 - 오후 8시|휴무일:매주 월요일","시그니처 그릭요거트 200g:6,500원|시그니처 그릭요거트 320g:9,800원|시그니처 드링킹 요거트 200ml:4,500원|오리지널 그래놀라 200g:10,900원|더 찐한 초코 그래놀라 200g:10,900원|꼬수운 콩고물 그래놀라 200g:10,900원|픽커스 꿀박스 10p (box):9,500원|픽커스 선물박스:2,000원",37.63386256,126.9185725,카페
CC1RDnnAxNSN,비미남경,8,서울특별시 강북구 미아동 318-6,,혼카페,"인스타감성, 테이크아웃, 반려동물동반","월-금,토:오전 10시 - 오후 9시|휴무일:매주 일요일","아메리카노(hot/ice):2,800원|핸드드립 커피:5,500원|이디오피아 예가체프:5,500원",37.62208381,127.0267116,카페
4mDNX9YHcwhi,담꾹 수유시장점,8,서울시 강북구 미아동 217-1,02-981-8281,,"깔끔한, 점심식사, 저녁식사, 반려동물동반, 주차, 배달",매일:24시간 영업,"먹방부대찌개(3인분/비조리):9,900원|닭한마리 전통 안동찜닭(3인분/비조리):16,900원|한돈 한근 제육볶음(3인분/비조리):12,900원|얼큰 소고기 국밥(넉넉한2인분):9,900원|원조할매즉석떡볶이(3인분/비조리):11,900원|차돌버섯된장찌개(3인분/비조리):11,900원",37.63055431,127.0235299,식당
NzgKfFXxPrYj,하루당,7,서울시 강북구 미아동 304-25,,,"조용한, 테이크아웃, 야외테라스, 반려동물동반, 반려동물동반, 배달","화,수,목,금,토/일:오전 10시 - 오후 10시|휴무일:매주 월요일","아메리카노:4,000원|카페라떼:4,500원|카푸치노:4,500원|카라멜 마끼아또:5,000원|바닐라 라떼:5,000원|아인슈페너:5,500원|★하루 라떼:6,000원",37.62599452,127.0256222,카페
Gv1MzqKbbhqT,카페문나잇,8,서울특별시 강북구 미아동 121-47,070-4046-0915,기념일,"크리스마스, 점심식사, 테이크아웃, 반려동물동반, 반려동물동반, 배달","목,금:오전 11시 30분 - 오후 9시|토/일:오전 11시 30분 - 오후 8시|휴무일:매주 월요일",,37.62614797,127.0271504,식당
s1sdXkITZYrY,곤지암할매소머리국밥,0,서울특별시 강북구 미아동 131-9,02-980-3671,데이트,"24시, 반려동물동반, 주차",매일:24시간 영업,"순대국:6,000원|소머리국밥:7,000원|장터국밥:6,000원|뚝배기불고기:6,000원|설렁탕:6,000원|육개장:6,000원|갈비탕:9,000원|도가니탕:10,000원|소머리수육(中):20,000원|소머리수육(大):30,000원|소곱창전골(中):20,000원|소곱창전골(大):28,000원",37.62139042,127.0285956,식당
Q6H3mZ6QKKCA,유월보름,6,서울특별시 강북구 미아동 323-51,070-4184-0615,데이트,"서민적인, 테이크아웃, 반려동물동반, 반려동물동반, 배달",월-금:오전 9시 - 오후 6시|토요일:오전 11시 - 오후 6시|휴무일:매주 일요일,"콜드브루:3,500원",37.62062246,127.0272622,카페
V5i90fvjbc1W,행운포차,0,서울특별시 강북구 미아동 211-16,02-983-0154,간단하게한잔,"오래된맛집, 반려동물동반, 주차, 배달",매일:오후 4시 - 오전 2시,"해물파전:14,900원",37.62610013,127.0251305,식당
XrzlvkDQ5Jb2,아미네,0,서울특별시 강북구 미아동 304-31,02-6489-2060,기념일,"아늑한, 반려동물동반","화,수,목,금:정오 12시 - 오후 7시|토요일:정오 12시 - 오후 6시|휴무일:매주 월,일",,37.62470951,127.0261408,식당
YpH1oK6yfBXg,포차어게인 미아역점,0,서울특별시 강북구 미아동 226-64,070-8111-7641,생일파티,"저렴한가격, 반려동물동반, 제로페이, 주차, 배달",매일:오후 3시 - 오전 6시,"바지락술국:12,000원|우삼겹숙주볶음:13,000원|모듬어묵탕:20,000원|해물듬뿍누룽지탕:18,000원",37.62541691,127.0224389,식당
yZuSwn5BHxA1,그라운드 플로어,0,서울특별시 강북구 미아동 206-16,02-6339-2616,데이트,"예쁜, 좌식테이블, 테이크아웃, 야외테라스, 배달",매일:오전 10시 - 오후 10시 30분,"아메리카노:3,500원|카페라떼:4,000원|바닐라라떼:4,500원|헤이즐넛라떼:4,500원|아인슈페너:5,000원|츄크림라떼:5,500원|체리얼그레이에이드:5,500원|청포도카모마일에이드:5,500원|말차라떼:4,500원|다크초코라떼:4,500원|그라운드 칵테일:6,500원|플로어 칵테일:6,500원|리필 커피:1,500원|플레인스콘:2,500원|치즈스콘:3,000원|캬라멜플래터:1,800원|허니초코케이크:5,500원|허니월넛케이크:5,500원",37.62823916,127.0247315,카페
di3u3ENPDMYA,와피 미아역점,0,서울특별시 강북구 미아동 125-14,02-988-4735,,"가성비좋은, 반려동물동반, 배달","월,수,목,금,토/일:오전 10시 30분 - 자정 12시 30분|휴무일:매주 화요일","아이스아메리카노:2,500원",37.62544595,127.0274504,식당
tTRZpHjlZbOb,데미타스 미아역점,0,서울특별시 강북구 미아동 211-63,,,"반려동물동반, 주차",매일:오전 11시 - 오후 10시,"아메리카노:2,500원|카페라떼:3,500원|수제레몬에이드:3,900원|요거트,딸기,키위스무디:4,900원|생과일쥬스(딸기,키위,오렌지등):4,900원|버블티:4,900원|프라푸치노(모카,카라멜,화이트,민트):4,900원",37.62600777,127.0247656,카페
eNzML2bd6XLX,뮈에,8,서울특별시 성북구 장위동 215-2,,혼카페,"깔끔한, 점심식사, 테이크아웃, 반려동물동반, 반려동물동반, 배달",매일:오전 9시 30분 - 오후 9시,"블랜딩아메리카노:4,000원|수제패션후르츠에이드:6,800원|카페라떼 ice:4,800원|크루아상:4,000원|프렌치바게트:4,500원",37.61805737,127.0469719,카페
sDyDcog6VlM5,카페후프,4,서울특별시 성북구 장위동 237-135,070-8806-8488,간식,"감성적인, 테이크아웃, 반려동물동반, 반려동물동반","화,수,목,금,토/일:정오 12시 - 오후 9시|휴무일:매주 월요일","아메리카노:4,000원|매실에이드:5,000원|비어식혜:5,500원|플레인스콘:3,800원|초코스콘:4,000원|에스프레소:3,500원|카페라떼:4,500원|플랫화이트:4,500원|바닐라라떼:5,000원|아인슈페너:5,000원",37.61656996,127.0493173,카페
Clr2hOswUpPa,올리프,8,서울특별시 성북구 장위동 238-103,,간식,"인스타감성, 반려동물동반, 배달","수-금,토/일:오전 10시 - 오후 9시|휴무일:매주 월,화","수박주스:5,000원|소금빵:2,000원|쑥-슈패너:5,000원|아메리카노:3,500원|히비스커스레몬:5,000원|청포도케일스무디:6,000원|크리미라테:5,000원",37.61407213,127.0489314,카페
e3zqbe6tEN2f,번동숲속카페,0,서울특별시 강북구 번동 312-1 102호,02-988-5426,,"숲속, 테이크아웃, 반려동물동반, 반려동물동반",월-금:오전 11시 - 오후 9시|토요일:오전 11시 - 오후 6시|휴무일:매주 일요일,"애플망고스무디:4,500원|리얼딸기라떼:5,000원|리얼블루베리라떼:5,000원|로투스크로플:6,000원|브라운치즈크로플:6,000원|초코크로플:5,000원|크로플베이직:4,500원",37.62958468,127.0390884,카페
Oj4WBebCCBJt,한끼로 번동점,0,서울특별시 강북구 번동 306-2,02-988-5581,야식,"24시, 테이크아웃",매일:24시간 영업,"부대찌개:9,900원|곱창 부대찌개:16,900원|안동 찜닭:14,900원|매운 찜닭:15,900원|소불고기:12,900원|통오징어짬뽕:18,900원|국물떡볶이:6,900원|까르보나라 떡볶이:8,900원|로제 떡볶이:9,900원|찹스테이크:9,900원|트러플스테이크:10,900원|핑크솔트 스테이크:9,900원|흑마늘 스테이크:9,900원|제육볶음:10,900원|낙지볶음:16,900원|오징어볶음:12,900원|직화양념 막창 볶음:14,900원|마라새우골뱅이 볶음:18,900원|바지락된장찌개:9,900원|맑은대구탕:14,900원|청국장:9,900원|갈치조림:12,900원|양지소곰탕:8,500원|의성마늘갈비:24,000원|자박갈비:24,000원|순살고등어조림:10,900원|바지락순두부찌개:9,900원",37.62908205,127.0389967,식당
FlTaE7UyyitP,코스모,0,서울특별시 강북구 미아동 87-177,070-4120-1606,소개팅장소,"깔끔한, 테이크아웃","월-목,토/일:오전 10시 - 오후 10시|금요일:오후 1시 - 오후 10시",,37.61558418,127.0324345,카페
LsBM701JnIWd,BASKET12,0,서울특별시 강북구 미아동 3-30,070-7758-6828,간식,"감성적인, 테이크아웃, 바테이블","화,수,목,금,토:오전 11시 - 오후 7시|휴무일:매주 월,일","크렘브륄레쿠키:4,200원|레몬얼그레이쿠키:4,000원|건강한통밀쿠키:4,200원|시나몬오트밀쿠키:4,000원|피넛버터쿠키:4,200원|누텔라스모어쿠키:4,000원|티라미수크림치즈쿠키:4,200원|무화과얼그레이크림치즈쿠키:4,200원|피칸초코크림치즈쿠키:4,000원|쑥인절미크림치즈쿠키:4,000원|살구잼크림치즈쿠키:4,200원|라즈베리크림치즈쿠키:4,000원|바스켓초코쿠키:4,200원|바스켓쿠키:4,200원",37.61644937,127.0350826,식당
GdWZrUjc6VF8,이해무 왕족발,0,서울특별시 강북구 미아동 90-34,02-988-1986,,"반려동물동반, 배달","월-금,토:오후 5시 - 오전 1시|휴무일:매주 일요일","이해무 스페셜 大:35,000원",37.61632679,127.0310297,식당
Dbk5wPAaYLZO,비원하프,0,서울특별시 강북구 미아동 90-39,,,"예쁜, 반려동물동반",,,37.61590733,127.0312236,카페
Pj8HNuBFATyB,16p,0,서울특별시 성북구 장위동 319,,,"착한가격, 테이크아웃, 반려동물동반, 반려동물동반, 주차",매일:오전 9시 - 오후 7시,"쿠키:3,800원|아메리카노:3,000원|바스크치즈케이크:5,500원|흑임자라떼:5,000원|바닐라라떼:4,000원|밀크티:5,000원|브라운치즈크로플:5,000원|크로플:3,000원|쿠키:2,300원",37.61978148,127.0461089,카페
0Eundz20ByIu,데인티,0,서울특별시 성북구 장위동 214-51,,기념일,"반려동물동반, 제로페이, 배달","월-금,토:오전 10시 - 오후 8시|휴무일:매주 일요일",,37.61710018,127.0471408,식당
VRmJYWWXHvg5,고메즈 번동점,0,서울특별시 강북구 번동 159-7,02-988-8432,,"분위기좋은, 바테이블","월-목:오후 6시 - 오전 2시|금,토:오후 6시 - 오전 3시|휴무일:매주 일요일","명란계란말이:16,000원|소고기타다끼:18,000원|해물국물떡볶이:18,000원|해물누릉지탕:18,000원|토마토홍합스튜:18,000원|치킨가라아게:15,000원|오코노미야끼:14,000원|명란버터구이:15,000원|연어사시미:21,000원|스끼야끼:21,000원",37.62762428,127.0402535,식당
6mi9T3kTdchF,멜라흐,0,서울특별시 강북구 미아동 103-96,,,"깔끔한, 반려동물동반, 주차",월-목:오전 11시 - 오후 9시,"아이스아메리카노:3,800원|멜라흐크림라떼:6,000원|소금빵:2,800원|휘낭시에:2,500원",37.61665841,127.0325119,카페
fikBzz0b5u11,대흥구구부대찌개 미아점,6,서울특별시 강북구 미아동 455-25,02-983-1505,부모님,"착한가격, 점심식사, 저녁식사, 포장전문, 반려동물동반, 제로페이, 주차, 배달",매일:오전 10시 - 오후 9시,"부대찌개 3인분:9,900원|부대찌개 2인분:8,000원|부대볶음 3인분:12,900원|부대찌개 3인분(배달):13,900원|부대찌개 2인분(배달):11,900원|부대볶음 3인분(배달):16,900원",37.61529317,127.02859,식당
iunrKgR0OnnO,카페 라온,8,서울특별시 강북구 미아동 49-163,02-987-0831,,"편안한카페, 테이크아웃, 반려동물동반, 제로페이, 주차, 배달",매일:오전 9시 - 오후 8시,"아메리카노:3,800원|카페라떼:4,200원",37.61214365,127.0350153,카페
GbGcviuDUOUc,디저트가 주는 여유,0,서울특별시 강북구 미아동 813 트리베라1차 105동 9호,070-7537-3277,,"놀이방, 반려동물동반, 주차, 배달",월-금:오전 8시 - 오후 9시|토/일:오전 9시 - 오후 9시,,37.61394234,127.0207263,카페
aJIUcYx31TVr,진스미트샐러드바 미아사거리점,0,서울특별시 강북구 미아동 49-160,02-985-1888,,"점심특선, 반려동물동반, 주차","화,수,목,금,토/일:오전 11시 30분 - 오후 10시 30분|휴무일:매주 월요일","평일저녁,주말ㆍ공휴일:13,000원|평일 점심:12,000원|8~13세(초등학생):9,000원|5~7세:5,000원",37.61242156,127.0348712,식당
Qlr0efUWIBwb,오국물떡볶이,0,서울특별시 강북구 미아동 1346-1,02-982-2372,,"반려동물동반, 제로페이, 주차, 배달","화,수,목,금,토:오전 9시 30분 - 오후 9시|일요일:오전 11시 - 오후 9시|휴무일:매주 월요일","오김밥:3,000원|땡초김밥:3,500원|치즈김밥:3,500원|킹소세지김밥:4,000원|참치김밥:4,500원|스팸김밥:4,500원|돈가스김밥:5,000원|소고기김밥:5,000원|국물떡볶이:4,000원|깻잎국물떡볶이:5,500원|로제국물떡볶이:6,000원|들깨떡볶이:7,000원|눈꽃치즈 국물떡볶이:7,000원|꼬마김말이튀김 4개:2,000원|오징어튀김(직접만든):1,200원|고구마튀김(직접만든):1,200원|새우튀김 2개:3,000원|오뎅튀김 6개:1,000원|잡채말이튀김 3개:1,500원|야끼만두 1개:700원|꼬마군만두 20개:4,000원|순살치킨:6,000원|부산어묵 1set:3,500원|찹순대:4,000원|삶은계란:700원|모듬튀김A:6,500원|모듬튀김B:7,000원",37.6196703,127.0195456,식당
xQxnpoEskSwC,오늘은핫도그,0,서울특별시 강북구 미아동 1353-5,070-4208-3822,간식,"반려동물동반, 제로페이, 주차, 배달",월-금:오전 11시 30분 - 오후 7시 30분|휴무일:매주 토/일,"칠리핫도그:4,800원|미트칠리샤워핫도그:4,800원|할라피뇨핫도그:4,800원|불고기핫도그:4,800원|피자핫도그:4,800원|어니언칩 핫도그:4,800원|허니갈릭 프렌치프라이:4,500원|베이컨치즈 프렌치프라이:4,500원|칠리 탑 프렌치프라이:4,500원",37.61996945,127.0127926,식당
3vvkXHB6QKvk,cafe vallure,0,서울특별시 강북구 미아동 328-14,02-1425-3625,혼자카페,"여유로운, 테이크아웃, 반려동물동반, 배달",매일:오전 10시 - 오후 9시,"바스크치즈케이크:5,500원|수제 당근 케이크:6,000원|얼그레이파운드미니케이크:4,200원|통헤이즐넛쿠키:3,500원|다크초코쿠키:3,500원|플레인스콘:3,500원|바질페스토스콘:3,800원|얼그레이스콘:4,000원|다크청크초코스콘:4,000원|대파치즈스콘:4,000원|솔티카라멜스콘:4,200원",37.61865969,127.0259339,카페
jU6MKk2pNs6q,티아드,0,서울특별시 강북구 미아동 812,,,"크리스마스, 테이크아웃, 반려동물동반","화,수,목,금,토/일:오전 10시 - 오후 7시 30분|휴무일:매주 월요일","아메리카노:3,000원|크로플 1조각:4,000원|카페라떼:3,500원|바닐라라떼:4,000원|카라멜라떼:4,000원|모카라떼:4,000원|아이스크림라떼:4,500원|자몽에이드:5,000원|레몬에이드:5,000원|콜드브루:5,000원",37.61731164,127.0204015,카페
C3sva7E5f0A8,빈세앙카페,0,서울특별시 강북구 번동 445-24,070-8805-0615,모임,"분위기좋은, 테이크아웃, 로스터리, 반려동물동반, 배달","월,수,목,금:오전 11시 - 오후 10시|토/일:정오 12시 - 오후 10시|휴무일:매주 화요일","아메리카노:3,500원|카페라떼:4,000원|수제바닐라빈라떼:4,500원|크림바닐라라떼:5,500원|아인슈페너:4,500원|카페모(hot.ice) 더블샷:4,500원|플랫화이트:4,000원|플레인 요거트스무디:5,500원|어른슈페너:5,500원|더치아메리카노:4,500원|에이드,수제과일청 사이드등:10원",37.63693662,127.0269,카페
q65DiOa98sHJ,더 엔터랜스,0,서울특별시 강북구 번동 443-107,02-2135-8282,데이트,"예쁜, 테이크아웃, 반려동물동반",월-금:오전 9시 - 오후 10시|토요일:오전 11시 - 오후 10시|휴무일:매주 일요일,"아메리카노:3,500원|카라멜마끼야또:5,000원",37.63542715,127.0250809,카페
YwJWmEptVO2d,준이자카야,0,서울특별시 강북구 번동 418-12,02-900-1471,생일파티,"분위기좋은, 칸막이","화,수,목,금:오후 1시 - 오후 10시|토/일:오전 11시 - 오후 10시|휴무일:매주 월요일","아메리카노:4,200원",37.63772228,127.0264987,식당
PDUjkk4nGaJD,이목,0,서울특별시 강북구 번동 458-82,,혼술,"분위기좋은, 반려동물동반, 주차","화-목:오후 6시 - 자정 12시|금,토:오후 5시 - 오전 1시|휴무일:매주 월,일","마르게리타 half:7,000원|황도:7,000원|번데기탕:7,000원|감바스:13,000원|샐러드 파스타:15,000원|오뎅탕:16,000원",37.63912631,127.0331558,식당
Qn8t1YOCAyra,모도리 비건디저트 카페,0,서울특별시 강북구 번동 461-90,070-8286-1787,,"국내산, 반려동물동반","화,수,목,금,토:정오 12시 - 오후 10시|휴무일:매주 월,일",,37.63877918,127.0290009,식당
FZE9fb1JEWpm,리리앤펫,0,서울특별시 강북구 번동 415-1,02-6368-4473,데이트,"저렴, 24시, 놀이방, 반려동물동반, 주차","월,화,목,금,토/일:오전 9시 - 오후 10시|월,화,목,금,토/일:정오 12시 - 오후 10시|휴무일:매주 수요일","입장료+음료:7,000원|호텔(소형견):22,000원|호텔(중형견):27,000원|호텔(대형견):40,000원",37.6379232,127.0269063,카페
84I7bTz17VV5,컴 폴 커피,0,서울특별시 강북구 번동 441-9,,,"빈티지, 테이크아웃, 반려동물동반, 반려동물동반, 배달","화,수,목,금:오전 11시 - 오후 9시|토/일:정오 12시 - 오후 9시|휴무일:매주 월요일","컴 폴 크림 라테:5,700원|에스프레소:3,000원|아메리카노:3,700원|카푸치노:4,200원|카페라테:4,200원|바닐라라테:4,500원|카페모카:4,700원|연유라테:4,700원|아포카토:4,700원",37.6348347,127.0280876,카페
f25tH6rYHdAt,앵두나무카페,0,서울특별시 강북구 번동 526-83,02-773-2517,간식,"숲속, 반려동물동반, 반려동물동반, 주차, 배달","월-금,토:오전 11시 - 오후 8시|휴무일:매주 일요일","에소프레소:2,500원|아메리카노:4,000원|카페라떼:4,500원|카페모카:5,000원|카푸치노:5,000원|카라멜마끼아또:5,000원|바닐라라떼:5,000원|고구마라떼:5,000원|녹차라떼:5,000원|초코라떼:5,000원|썸머라떼:5,500원|레몬에이드:5,000원|블루레몬에이드:5,000원|자몽에이드:5,000원|석류에이드:5,000원|망고스무디:5,000원|딸기스무디:5,000원|블루베리스무디:5,000원|밀크쉐이크:5,000원|콜라:2,500원|사이다:2,500원|유자차:4,000원|레몬차:4,000원|대추차:4,000원|메실차:4,000원|석류차:4,000원|카모마일:4,000원|페퍼민트:4,000원|루이보스:4,000원|치즈버거:7,500원|시그니처:9,000원|베이컨:9,500원|에그베이컨:10,000원|더블더블:11,000원|감자튀김:3,000원|허니브레드:7,000원|페스츄리:7,000원|소불고기볶음밥:8,000원|참치김치볶음밥:8,000원|새우볶음밥:8,000원|치킨볶음밥:8,000원|토마토스파게티:8,500원|크림스파게티:8,500원|로제스파게티:8,500원|떡뽁이:10,000원",37.63313736,127.0298218,카페
WBMT4UiWBDO8,인피니티샐러드하우스,0,서울특별시 강북구 번동 415-3,02-900-4180,건강식,"존맛탱, 아침식사, 테이크아웃, 반려동물동반, 제로페이, 배달",매일:오전 10시 - 오후 11시,"목살스테이크 샐러드&구운버섯:8,400원|쉬림프&구운버섯&에그포테이토:8,500원|구운야채+구운버섯:7,800원|차돌볶음&구운야채:8,300원|아보카도&매쉬드에그포테이토:8,000원|훈제오리&어니언:8,300원|구운닭가슴살&단호박찜:7,900원|수제 리코타치즈&단호박무스:8,000원",37.6378296,127.0268255,식당
yZ2sLk3JXfuK,에오마르,8,제주특별자치도 제주시 삼양일동 1569-26,,간식,"경관/야경이좋은, 아침식사, 바다가보이는, 반려동물동반, 주차",매일:오전 9시 - 오후 9시,,33.52568056,126.5864788,카페
2WXaAjRUCMTw,흑섬,5,제주특별자치도 제주시 삼양일동 1940-3,064-752-0092,가족외식,"참숯, 점심식사, 저녁식사, 셀프바, 주차",월-금:오전 11시 30분 - 오후 10시|토/일:오후 4시 - 오후 10시,"흑돼지근고기 250g:29,000원|백돼지근고기 250g:22,000원|김치찌개:7,000원|고기듬뿍청국장:7,000원|냉면:6,000원|제주산오겹살200g:17,000원|갈매기살:15,000원|돈살치살양념:16,000원|벌집껍데기 추가:7,000원",33.53035191,126.5893314,식당
luRFfzT6BtNC,커브커피스토어,5,제주특별자치도 제주시 삼양삼동 2568-2,,,"조용한, 테이크아웃, 반려동물동반, 반려동물동반",매일:정오 12시 - 오후 8시,"쿠키:4,000원|크로플:9,500원|핸드드립:6,000원|커브소프트라떼:7,500원|스모키클라우드:6,500원",33.52615148,126.5774043,카페
gMhqVoV5e0It,오병장,8,제주특별자치도 제주시 삼양삼동 2508,064-724-0092,술모임,"캐주얼한, 저녁식사, 연탄구이, 정원, 연탄불, 무료주차","월,화,목,금,토/일:오후 3시 - 오후 10시|휴무일:매주 수요일","오병장근고기:51,000원|흑돼지근고기:69,000원",33.52183781,126.5758182,식당
LixUDOQAt8hC,WDR,0,제주특별자치도 제주시 삼양일동 1638-14,,,"분위기좋은, 반려동물동반",,"샥슈카(에그인헬):22,000원|wdr cheese plate:25,000원|과일치즈 플레이트:20,000원|브리치즈구이:15,000원",33.52541947,126.5877275,식당
GqpQR7eI2kTM,셔링,0,제주특별자치도 제주시 삼양이동 2103-23,,,"분위기좋은, 반려동물동반, 배달","화,수,목,금,토/일:정오 12시 - 오후 9시|휴무일:매주 월요일","Americano:4,500원|Shirring latte:5,500원",33.52356898,126.5841199,카페
5cH9Djpvkf5l,달콤한정류장,3,경상북도 안동시 송천동 732-3,070-7303-9569,데이트,"단아한, 테이크아웃, 주차","화,수,목,금:정오 12시 - 오후 11시|토/일:오후 1시 - 오후 10시|휴무일:매주 월요일","아메리카노:3,000원|플레인롤케이크:4,000원|더블치즈케이크:4,000원|딸기요거트케이크:4,000원|말차라떼:4,000원|자몽주스:5,000원|말차푸라프치노:4,500원|망고스무디:4,500원",36.54176869,128.7897273,카페
CZaBlLmwplVL,비스트로찬,0,전라북도 전주시 덕진구 송천동1가 474-27,063-255-0524,간식,"깔끔한, 예약필수, 반려동물동반, 주차","화,수,목,금,토/일:오전 10시 - 오후 5시|휴무일:매주 월요일","살치살 스테이크(200g) 한우or와규(호주산):33,000원|?할라피뇨 변산바지락오일 파스타?:17,000원|모짜렐라 라구 오븐 파스타:17,000원|슈림프 빠다노치즈 토마토 파스타:17,000원|마늘쫑 갈릭 베이컨 브레드 크림파스타:17,000원|마늘쫑갈릭슈림프빠다노치즈 크림파스타:17,000원|모짜렐라 그란치오 로제 리소또:17,000원|슈림프 모짜렐라 토마토 리소또:17,000원|?갑오징어슈림프 멕시칸갈릭라이스?:17,000원|갈릭버터빵 추가 4개:4,000원|트로피카나(망고, 사과, 파인):3,000원|콜라, 사이다:3,000원|애견 소고기(120g)사태:8,000원|닭안심(수비드):6,000원|그라다빠다노치즈추가:3,000원",35.85857482,127.1206446,식당
PHKrprH5gyQQ,a cup a day,4,전라북도 전주시 덕진구 송천동1가 819-7,070-8770-5600,데이트코스,"분위기있는, 반려동물동반, 발렛파킹, 배달","월,화,수,금,토:정오 12시 - 오후 10시|일요일:정오 12시 - 오후 9시|휴무일:매주 목요일","마들렌:2,500원|초코칩쿠키:3,000원|크림라떼:5,500원|슈퍼말차:5,500원|얼그레이초코:5,500원|자몽 에이드:6,000원|레몬 에이드:6,000원|백향과 에이드:6,000원|로즈힙 블렌드:6,000원",35.86374613,127.1182757,카페
XJVhZiAQLyJH,롯데리아 롯데마트전주송천점,0,전라북도 전주시 덕진구 송천동1가 281-1,063-275-0907,,"놀이방, 반려동물동반, 주차, 배달",매일:오전 10시 - 오후 10시,더블 한우불고기:12000~13700|한우 트러플머쉬룸:9300~11000|핫크리스피버거:5600~7400|빅불:6700~8500|데리버거:2900~5100|새우버거:4500~6600|한우불고기버거:8000~9700|불고기버거:4500~6600,35.85455723,127.1204421,식당
U5JwInIXOh5z,양세마리훠궈마라탕 송천점,0,전라북도 전주시 덕진구 송천동1가 107-200,063-286-0080,,"셀프바, 주차",매일:오전 11시 30분 - 오후 10시,"꿔바로우:9,900원|사천훠궈 (무한리필):17,900원|마라탕:6,000원",35.86387443,127.1274763,식당
42jD6ufmkDxP,헤이비비,0,전라북도 전주시 덕진구 송천동2가 492-29,,,"깔끔한, 테이크아웃, 반려동물동반, 반려동물동반, 주차","월요일:오전 10시 - 오후 8시|화,수,목,금,토:오전 10시 - 오후 10시|일요일:오전 10시 - 오후 9시",,35.8676167,127.1206781,카페
RZbrZ6JBvTWx,라라케이크,0,전라북도 전주시 덕진구 송천동1가 97-6,,,"반려동물동반, 주차",매일:오전 10시 - 오후 8시 30분,,35.86388652,127.130654,식당
6ISEE8nyfVxS,쌀똑핫도그 안동대점,0,경상북도 안동시 송천동 883-1,054-821-7977,,"국내산, 반려동물동반, 주차",매일:정오 12시 - 오후 10시,"쌀똑핫도그:1,500원",36.5441557,128.7927301,식당
cgmuhbkRMIu3,600흑돈 송천점,0,전라북도 전주시 덕진구 송천동2가 492-1,063-255-9252,회식,"캠핑분위기, 놀이방, 셀프바, 좌식, 주차, 배달",매일:오전 10시 - 자정 12시,"육백흑돈모듬 500g:45,000원|흑돼지 오겹살 150g:15,000원|흑돼지 목살 150g:15,000원|흑돼지 짜글이:8,000원|흑돼지 김치찌개:7,000원",35.86939941,127.121097,식당
xo4rbgV0Noov,커피로드뷰 송천점,0,전라북도 전주시 덕진구 송천동2가 175-59,063-252-0773,,"반려동물동반, 주차",매일:오전 8시 - 오후 10시 30분,"티라미레소:3,800원|아메리카노:2,500원|로드뷰라떼:4,800원|뚱스크림라떼:4,900원|체리티에이드:4,500원|로드뷰블렌딩티:4,000원|티라미수:5,500원",35.86629925,127.12909,카페
iI7bABWBGjd2,폴드커피,8,서울시 성북구 하월곡동 133,02-912-9946,데이트,"지역주민이찾는, 점심식사, 테이크아웃, 반려동물동반, 반려동물동반","월,수,목,금,토/일:정오 12시 - 오후 10시|휴무일:매주 화요일","폴드커피:5,500원|바질에이드:5,500원|아메리카노:4,000원|카페라떼:4,500원",37.6090547,127.0308195,카페
L9wfupy0quwQ,에테르',8,서울특별시 성북구 상월곡동 7-194,,차모임,"예쁜, 반려동물동반","월,화,목,금:오전 9시 - 오후 8시 30분|토/일:오전 9시 - 오후 10시|휴무일:매주 수요일","누텔라초코칩 스콘:4,500원|잼버터 스콘:4,300원|크림치즈 크로플:4,500원|햄치즈 크로플:5,000원|아이스크림 크로플:5,000원|계절과일 크로플:5,500원|쏠티카라멜 스콘:4,300원|누네띠네 스콘:4,300원|데일리 그릭요거트:6,300원",37.60888248,127.0519834,카페
